,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
14205,AP001781.1,AC087362.2,AL512283.3,GUCY2D,ASPA,AC016650.1,NAT2,AC027627.1,VASH2,ATP1B3-AS1,AL008638.3,AC013565.3,AC079790.1,PIGZ,IRX3,AC051619.7,DNER
14206,PPP1R2B,NDST1-AS1,FAM170A,P2RX2,AC027796.5,AL590399.5,AL139397.1,AL158064.1,AC022306.3,TAFA5,IL36G,LINC02427,AL136090.2,AC138649.1,METTL7B,AC008734.2,DCDC1
14207,CRYAB,AC009563.1,CLVS2,LRCOL1,AC027796.4,GLRB,AC100800.1,AC096741.1,LINC01315,AC004882.1,AC112487.1,AC007114.2,AC092894.1,MN1,SMIM35,AL731769.2,AC040173.1
14208,HSPB2,NEGR1-IT1,AC012066.2,ACRV1,AC116914.2,AL590399.3,AC009884.1,LINC00333,AL360091.1,RGPD1,MUC5B,AL590133.2,GNAT2,TRBV15,AC068631.1,MIR133A1HG,AC118555.1
14209,C11orf52,MIR1-1HG,NKAIN2,PATE2,AC116914.1,ADGRB3,GABRR1,COL4A1,AC007599.2,FOXL2,AC005789.1,FNDC4,AC099791.3,KCTD12,ZNF727,OR7D2,PRB1
14210,AC022296.4,HMBOX1-IT1,AC103987.2,AP000842.3,LINC01975,AL391987.3,LINC02160,LINC01309,EYA2,TACC2,AL445490.1,CR559946.1,AL392048.1,TRAV4,AL109811.1,IGDCC4,LINC01695
14211,AP003049.2,AL357033.2,AC120036.5,EFNB3,AC105053.1,AC093817.1,AC034223.1,AC093817.1,AP003392.3,LINC02641,C3,CATIP,AC099791.4,SLC24A1,AP000253.1,AC011498.2,COL16A1
14212,AL359555.4,AL353771.1,AC120036.4,AC131212.1,AC118754.1,AL391987.2,AL023581.1,GLRB,LYPD8,DCT,CNGA1,AC006504.1,SLC9C1,LINC02762,TMEM253,ODF3L1,AC078950.1
14213,TEKT3,AC011374.1,AL359237.1,DDX25,AC118754.2,AL391807.1,AL031283.2,AC092608.1,DUSP15,TF,JAM2,PANX2,LINC00462,KIF1BP,AKAP12,OLR1,CSMD2
14214,AC007879.3,LINC02518,AC106037.2,AC079031.2,AC027763.2,SPANXN3,AC034229.1,TDO2,AL136181.1,GAL3ST1,IGKV1OR2-108,CCDC188,AL136090.1,C10orf88,MZF1-AS1,AC103691.2,AC130651.1
14215,TSPAN1,SLCO4A1-AS1,AC087286.2,AC104827.1,AC091153.4,CNTNAP3C,AL596442.1,AL161431.1,GPRC5D,AC004542.1,AL049637.1,ASAP3,AL035416.1,PNPO,SUMO4,AC084824.3,AL354919.2
14216,CASP5,SLC36A3,AC002128.2,SLC10A6,TM4SF5,BX005040.1,AL596442.4,LINC00370,AC130814.1,AC130888.1,MAGED4B,SLC16A2,AC018731.1,TFE3,C7orf57,LINC01977,AF001548.1
14217,AL031651.1,AL354872.2,MPC1L,ARHGEF15,LINC01964,PTCHD1,AC108879.1,LINC01067,SFTPD,INPP5J,AC008760.2,AL008721.2,AC108693.2,RABGEF1,SEMA3C,MAOB,AC004233.2
14218,AL022323.3,AL031429.1,AL591428.1,DSPP,AC012146.3,CNTNAP3B,AL354892.1,LINC00399,HIST1H1T,AC025287.4,RNF212B,AANAT,AL512506.1,CCDC184,ZNF385C,AC073593.2,Z82214.1
14219,AC104024.1,AL031429.2,AL662844.3,CFAP52,AC087500.2,CSMD3,CTAGE4,LINC00676,NUTM2E,STXBP5L,AC068580.3,AL163973.2,AL354809.1,MYO7A,CAPN11,APCDD1L-DT,AC026401.1
14220,AC007879.1,LAMA4,LOX,AC087501.2,CTNNA2,LINC01843,PPEF1,AL162497.1,AC079145.1,AC072026.2,SEPTIN3,PSMD6-AS1,AC009951.5,AC092123.1,AL358790.1,LINC02078,LINC01743
14221,PIWIL3,AC026979.1,AC026904.2,AC087501.1,AIPL1,AC098679.6,LINC01282,AL355810.1,AC005696.4,HGD,Z97652.1,AC093484.4,TEX41,AC109446.3,AC105052.4,AC019294.2,AF129075.1
14222,AC091979.2,AL499627.2,EFCAB1,AP001977.1,REG1B,Z82217.1,THBS2,AL390755.1,AC079779.2,COL8A1,AL139424.3,MGAT3,AC023128.1,AC022079.1,FAXDC2,CLEC9A,OOSP1
14223,AC091979.1,AL360015.1,LENEP,BLID,AC068616.3,BX255923.2,LINC01615,AL390755.3,AL132656.2,AL512622.1,GLT8D2,AL033543.1,AC092896.2,LDHD,ARG1,AC011451.4,BACH1-IT1
14224,LINC02227,GATA5,SNTG1,AP000755.1,AC073091.4,BX255923.1,LINC01218,AC097467.3,AC022079.2,LINC00882,Z97353.2,GPR52,AL049646.1,AC009511.2,RFPL1S,RTL3,AC138932.2
14225,KIAA1755,RBBP8NL,AC008568.1,AC005695.3,AC110614.1,FP325318.1,LINC02212,AL356413.1,CRTAC1,LINC01315,AL360181.1,SOX30,LYPD6B,AC021851.1,MEIS2,AC006116.4,C11orf91
14226,ELMOD1,AC102945.1,RGS20,AC005695.1,AC005034.4,AC098679.1,LINC02213,RBM46,AC073073.2,AC254562.3,AL078621.4,FOLR2,LINC02341,VIPR1-AS1,ARHGAP44,USP12-AS2,ENTHD1
14227,AC007879.2,LAMA5-AS1,MC2R,AC131944.1,SLC13A5,AC109454.3,LINC01283,LRAT,MAFG-DT,AL022238.2,AC002070.1,AC005532.1,FAM216B,AL133493.1,FCGR1B,AP000238.1,AC107398.4
14228,AC025437.1,AL354949.1,AL354936.1,SPARCL1,TEKT1,SMPX,OR2A1,LINC00346,LHFPL3-AS2,TMEM45A,AL139424.2,RABGAP1L-IT1,GRIK1-AS1,AC012499.1,LINC00304,AC015802.7,LINC02721
14229,AC007879.4,HRH3,AC100821.2,AC135178.2,AC008758.2,AC098679.5,TAS2R41,FGB,OR2B6,AL353704.1,SAMSN1-AS1,AC022201.2,AL162713.2,ZNF334,MRPS30-DT,U52111.1,AC132216.1
14230,AC127540.2,AC008456.1,FLRT2,AC026786.2,AC010422.1,DLX6-AS1,AF241728.1,LINC00354,PRSS8,TEX29,AL354696.1,APBA1,NRAD1,AL136984.1,RAD21-AS1,AC066613.1,AC107398.2
14231,AP000357.2,AL357127.2,LINC01606,MFSD6L,LINC01344,AC092608.1,AL031259.1,SOX1,AC132938.1,AL162274.1,AC131237.1,AP002336.3,KCTD4,AP002755.1,DNAJC12,PCDH11Y,PCDHB5
14232,AC092979.2,CELF2-AS2,AC011472.4,AC105053.1,FAM230I,AC002429.2,TAS2R40,SFRP2,PRB2,AC009159.3,AC107398.5,NIM1K,SMIM2,AL451123.1,TNFSF11,AC023043.1,AC244517.11
14233,AC025437.5,LINC02042,AC068075.2,AP002765.1,AP000356.1,LINC01141,LLCFC1,AC020703.1,C17orf82,AL357552.2,AC073648.7,AC012499.1,SMIM2-IT1,AP000471.1,DIP2A-IT1,BX004987.1,FAM189A1
14234,LINC01857,AC004217.1,AP005131.3,AC007563.2,RHBDL2,Z82244.2,OR6V1,ATP11A-AS1,AL022323.1,EP300-AS1,AL592182.3,AC092111.1,AL589745.2,AC107081.4,AC073569.3,AC025918.1,AC130456.5
14235,HLTF-AS1,LINC01228,AC104051.2,OR8D4,AL442071.1,PLA2G2A,AC006041.1,AC093599.1,OR2L5,AL357078.2,YIPF7,ACKR1,AL589745.1,CFB,AC061958.1,AC087749.2,AP001626.1
14236,KIF4B,FOXI3,LINC01602,OR8G5,LINC02811,AC016026.2,AC073342.2,F10,RELN,AC110491.2,AC139100.2,AL022238.3,AL138960.1,AC121334.3,AC092343.1,AC023302.1,XIRP2
14237,TMPRSS4,AC004551.1,AC012103.1,PANX3,AL033527.2,FGB,AC147651.2,AC106882.1,AC005064.1,AC027279.2,LINC01685,LDHD,RND3,LINC01675,PIP5KL1,RGN,AP003306.2
14238,TMEM238L,AC009159.2,AL049775.1,ODF4,AP000345.1,AC087362.2,CRPPA-AS1,AL137002.1,FBN2,LINC02050,AC079385.2,LINC02601,GRIK1,AL513008.1,AL359232.1,FRMD5,AC017050.1
14239,AC090515.4,AC009145.1,CYP7A1,AC110614.1,LINC02556,LRAT,AC188617.2,AL136221.1,REP15,AL031590.1,AC009065.8,AL512343.2,AL356515.1,AC020550.2,AL136038.5,AC027808.2,BTN1A1
14240,AC090515.5,AC009141.1,AL589669.1,AC005034.4,PTPRU,AL353770.4,AL731684.1,SLC10A2,CCM2L,MYH15,AC079385.1,AC093525.4,LINC00330,SATB2,RNF227,MRAP,AL121936.1
14241,DNAH9,AC089999.1,AC108879.1,AC005034.3,IGLC6,HEPACAM2,LRRC72,AL137246.2,AC025048.7,FSTL1,AC111006.1,IGF2BP1,AL121900.1,MYH7B,AL133243.2,CALHM3,AC009065.8
14242,CLMAT3,AC089999.2,AC034236.3,DRD2,IGLJ3,PLA2G5,AC093627.7,AC098679.6,AC024896.1,AC099313.1,AL731769.2,AC156455.1,BACH1-IT3,FUT1,CHST13,AP000266.1,AC022929.2
14243,APOA4,IGKV2-4,SLC26A9,AP001781.1,IGLJ2,ANKRD20A3,AP002075.1,FO393419.2,LINC00570,AL442125.2,AC138230.1,AL137127.1,MLNR,CDK15,PRG2,AC010737.1,AC073050.1
14244,AC015908.2,IGKV3-7,AC087664.2,FAM138E,AL603839.2,AL136317.2,AC093673.2,SLITRK6,AL031118.1,AC092718.4,AC137894.3,AC010609.1,ZG16,FZD7,AC005224.3,CFAP161,AC103974.1
14245,PIRT,SDS,LINCADL,AC087393.2,AL356379.2,RBM46,AC093627.22,MIR4500HG,IGHV2-70,AC026341.3,AC080013.1,AL109910.2,SLITRK5,MIR34AHG,AC137695.3,AC022211.1,AC111006.1
14246,AC011374.1,LINC01234,AVPR1B,AC107926.1,IGLV3-6,TFPI2,AC093627.1,SLITRK5,LIPN,Z98749.1,LINC00578,RSF1-IT1,AL049647.1,CSE1L-AS1,AL157402.2,TRPM5,AL662884.5
14247,AC090515.6,IGKV1-8,LINC01432,CRYAB,AP000357.2,AC008406.3,AC019117.2,LINC00397,AC093151.3,MPPED1,VEPH1,ACER1,AC106712.1,AC034114.2,AC107375.1,AC015961.2,AC008115.1
14248,AC015908.4,AC092894.1,CALHM5,HSPB2,PIWIL3,AC006378.1,ANKRD33B-AS1,LINC00379,AL021807.1,AC098969.2,CALML6,MYO7A,AL139230.1,AC009951.6,SEPTIN10,AC068688.1,LINC01320
14249,SPAG16-DT,TBX3,MYBPHL,C11orf52,AL354702.2,AC003092.1,AL009178.2,AL162456.1,AC053513.2,AC092134.1,AC079174.2,VIPR1-AS1,PKP4-AS1,AP001318.1,AL049796.1,AC026956.2,LINC02346
14250,VWC2L,AC026765.3,AC013644.1,LATS2-AS1,AL022323.3,COL1A2,Z97205.2,GPC5-AS2,AC067750.1,LINC02044,AC104411.1,AC092268.2,AC020651.2,FOLR2,CASC19,MYCBP2-AS2,HCRTR1
14251,SLC36A3,AC078880.3,FAM162B,AC090774.2,Z99916.3,AL136361.1,AL121956.1,AL354811.1,AL031668.2,AC018553.2,LINC00635,GAS5-AS1,LMO7DN,AC021321.2,ZBTB44-DT,AL109806.2,TMC5
14252,AL391095.3,IGKV1-12,AP001010.1,AC126365.1,AL022332.1,AL365226.2,COL25A1,AL391497.1,AL513548.3,AC005034.5,LINC00636,AL606491.1,AL136441.1,AP000331.1,AL683813.1,SCG3,LINC01852
14253,ABCA12,IGKV1-13,GPR1-AS,CDRT15L2,LINC01343,FP326651.1,CTNND2,SOX21-AS1,AC009486.1,AL139123.1,AC078874.1,AL138955.1,NUPR1,LINC01436,SENP8,AC087683.2,AC008115.4
14254,AP000892.3,AC079384.2,LINC02148,AC140725.1,AL022324.3,FOXD4L5,AL450345.2,SOX21,Z95115.2,AC092134.3,OR2I1P,NGFR,IL27,PROC,TRAV8-5,AC068580.3,AC130307.1
14255,AC072062.1,LINC02457,AC092198.1,AC008088.1,AL008721.1,IGKV1OR-2,AC010082.1,ANXA10,HTR7,A4GALT,AC107398.3,AC104365.1,AP000224.1,AC099524.1,SIX5,TBL1Y,AC007619.1
14256,AC018904.1,SLC9C1,AC027250.2,AC073046.3,IGLVIVOR22-1,SYBU,Z97205.1,LINC01179,AL157834.1,ATP5MGL,TBL1XR1-AS1,IGHEP2,AL159158.1,AP000866.2,OXCT1-AS1,AC090260.1,AC093525.3
14257,TEX38,AC125603.4,RP1,PLET1,AL390839.2,AC097467.3,AC083867.2,DZIP1,ARL14EPL,LINC01205,AC093525.3,LINC02803,ADGRG7,POTEF,ITPR1-DT,AC087289.1,AC099518.1
14258,AC018904.2,AC125603.3,Z99496.2,AC010136.1,AL022329.1,CR769776.3,AC092473.2,SMIM31,AL356652.1,AC018410.1,NT5DC4,ALMS1-IT1,AL121721.1,RABGAP1L-IT1,OSGEPL1-AS1,AC015802.1,AP001341.1
14259,AC005410.2,AC022166.2,XKR4,AP002075.1,AL022329.2,AC016027.3,DNAH5,FARP1-AS1,AC092828.1,PAQR9,AC145207.8,AC087289.2,KANK4,INSYN2B,AL022162.1,AC016586.1,AP001619.1
14260,LINC02151,CD200R1L,LINC01283,LINC02763,Z98949.1,TDO2,Z73420.1,AC022272.1,AC254562.3,Z97192.1,AC107398.4,RCOR2,AC008277.1,LINC02246,CFAP45,AC090607.5,AC099518.2
14261,PLET1,KLHL6-AS1,AL391001.1,AC007952.9,AL022337.1,COL9A1,AC016549.1,AC021134.1,AL034550.3,PLSCR4,ZBED2,AC018761.2,AC138904.1,AC105411.1,SHD,LINC02156,GOLGA8G
14262,LBP,ARLNC1,AC012349.1,LINC01218,AL390839.1,DLX6,C4orf17,FSTL5,AL513327.3,LRRC2,LINC02085,AL121672.3,INSM1,C6orf47-AS1,AC083843.2,AC079949.6,JAM2
14263,AC092757.3,AC133540.1,SLC35F1,LINC01217,AL929472.2,CNTNAP3,MPC1L,LINC01039,LINC01618,KCNMB2-AS1,AC104653.2,AC079921.1,GSG1L,AC126696.3,GLTPD2,AC015802.3,AC138811.1
14264,CDRT8,LINC00311,LINC02208,LINC01563,IGLV3-17,AC092849.2,AL139393.1,CLYBL-AS2,ART4,OLFM3,AC011479.2,PGAM2,AC129803.1,AC005632.6,ZNF252P-AS1,C2CD4A,YIPF7
14265,LINC02763,LINC02139,SPANXN3,NAT8,IGLV3-22,SCAT8,PRR18,ZIC2,SMCO3,NLGN1,AC090425.3,WASIR2,AL158064.1,CDH4,LINC02767,SORCS1,AC023154.1
14266,AC022816.1,AC108693.2,LINC00992,AP002008.3,AC096540.1,GGTLC3,AC012629.2,AL353697.1,AL035420.1,TGM4,MARCO,AC109446.3,AC016597.2,GPR52,HOXA5,SLCO1A2,AP000238.1
14267,HCN4,TRPV4,MOS,AP003027.1,FAM183A,AL512604.2,AC006482.1,C4orf45,SDC3,GHSR,AC093227.3,PKLR,PLA2R1,APBA1,BAALC-AS1,LINC01402,OR51B5
14268,AC005224.1,AC007834.1,AC010267.1,AC015688.6,LINC00895,AL139289.3,UNC93A,FGF14,CYP2C8,IGLV1-36,FAM90A26,AC114930.1,LINC00333,HCG14,AC126614.1,AL353804.1,AP000688.2
14269,DRD2,AC105053.1,LINC01282,TET2-AS1,ERI3-IT1,AC021134.1,LINC01558,AC098679.5,TAS2R50,IGLV2-18,BACH1-IT1,TLR10,AL356413.1,AC013402.1,HESX1,AC116447.1,AC008438.2
14270,AC093865.1,AC025280.1,SDR16C5,AC090907.3,AC007663.2,AL161781.2,LINC01217,METTL21C,AC012603.1,AC116021.1,AC068473.3,AC021086.1,SLITRK6,ARAP1-AS2,TRIM71,MUC5B,OR2B11
14271,AP003170.4,AC025280.3,AC010255.1,NOTO,KLF17,AC239727.1,LINC02487,LINC00283,CD163L1,AL360182.2,AL031008.1,AC074351.1,MIR4500HG,Z98745.2,MMP15,AC008753.3,OR2W3
14272,AC005304.3,AC022165.1,AC113349.2,AC019254.1,AC007731.2,AC004522.3,AL356123.2,AC098679.1,AC018628.2,IGLV3-13,NFATC4,LINC02241,ZPLD1,AC007278.2,PPBP,AC091196.1,OLR1
14273,AC005277.1,ATP2C2,AC005387.1,CXXC4-AS1,AC007308.1,C7,Z94160.2,AL589745.2,MCCC1-AS1,SPAG17,INHBB,CELF5,AP001442.1,PCDHGC3,AL390198.1,AC009560.4,C11orf94
14274,HTR3B,CFAP44-AS1,IGKV1OR2-6,AC129926.2,GGT2,MAGEA4-AS1,TTLL2,SMIM2-IT1,IL5,AL583810.2,OR51B5,AC099524.1,AC063944.1,SLC2A7,IL17D,GYS2,AC010809.1
14275,HTR3A,SLC38A8,AL138900.1,LINC00352,RIMBP3B,AL450267.2,GPR31,SMIM2,AL121772.3,AC007599.2,OR51M1,AL136295.2,LINC02333,IGHEP2,SCN8A,KCNJ8,AC044839.1
14276,LINC01470,AC026329.1,SMLR1,AC073359.2,RIMBP3C,MAGEB17,AL023775.2,AC131009.2,AC012170.3,IGLV4-3,OR51Q1,COL19A1,GALNT13,DDN,AC092490.1,AC011453.1,AC098483.1
14277,LINC01933,NECAB2,AL121768.1,AP003049.2,AL139289.3,AC004522.5,AL031293.1,AC091946.1,AL591721.1,LINC00638,AC010203.2,LINC01976,AC009227.1,AP003117.1,USP27X,ZNF556,AL049795.2
14278,AC005304.1,AC078785.2,AC023983.1,AC090164.2,AP000553.3,AC078993.1,HSPB7,AC055717.1,AP000356.2,CREB3L1,AC021660.2,KCNQ5-IT1,TAGLN3,AC130343.2,IGLV6-57,USP50,CHST1
14279,REC114,CCDC63,ACTL8,LINC02715,C1orf210,Z95114.1,AC092198.1,RIMBP2,AL139424.1,CLEC18B,AC068282.2,AC105411.1,AL158195.1,AC006116.8,RUNX1T1,NLRP7,LINC02687
14280,LINC01953,MYL2,LINC00628,MME-AS1,AP000553.2,GRPR,EMCN,AC091946.2,AL133390.1,FAM124A,AC004233.2,AL589935.1,AC009093.4,AC008655.2,ZSWIM9,AC092868.2,AC113361.1
14281,NXPE1,LINC01405,HCG22,LINC02428,CFAP57,AC022272.1,AC091806.1,CDH18,FNDC5,IGLC5,OR52N1,AP000820.1,DPPA2,AL445685.1,VPREB3,AC073651.1,TEKT5
14282,NXPE4,AC009063.2,KLHDC7A,AC104472.1,IGLVI-70,C1orf210,AC073140.1,LINC02223,AL139339.2,COL17A1,AC016590.3,GRM2,LINC00488,AL590226.2,AZIN2,AP005131.7,SHISA8
14283,AL135926.2,LINC02356,ADRB3,ARHGAP20,GGTLC2,PRPH2,TRPV5,AC073862.1,AC006581.1,AC116667.1,AC024592.1,NSUN7,MORC1,IL26,C11orf1,AL139349.1,AC007405.2
14284,PATE2,CDH13,AC079790.1,AP003973.2,IGLV10-54,ACE2,AC245427.2,AC078925.1,CHRM3,AC000068.3,AL356055.1,AQP1,CCDC70,AC093642.1,TSACC,SOHLH2,AP000569.1
14285,AC109454.3,HSD17B2,GOLGA8T,LINC01046,TMEM269,SLC30A8,AC010343.3,LINC02218,AC004039.1,AC006547.2,AL160400.1,LINC02594,HHLA2,ABRA,C1R,AC084757.2,CLEC9A
14286,AP000842.3,BCO1,LINC01907,PCSK6-AS1,IGLVIV-59,ALPL,C5orf49,LINC02217,AC130343.1,SH3PXD2A-AS1,AP000238.1,CCDC200,AL139082.1,ALMS1-IT1,AC097382.2,AC079684.1,AC055874.1
14287,AIPL1,AC092718.6,AL606489.1,COLCA2,IGLVV-58,VEGFD,SLC6A19,AC073578.2,AL133355.1,AL133355.1,LINC01666,IGHV3-72,LINC01697,AC026202.2,C4orf47,AC100835.2,OR1C1
14288,IGLV2-34,LINC02131,CDSN,EMCN,IGLV11-55,AC092353.1,FAM220A,AC073578.5,COL17A1,KNG1,AC023090.1,AL021368.1,AC063944.3,AC245884.8,LINC02846,HTRA1,PADI6
14289,AC246793.1,AC025284.1,LGI4,Z69720.1,AC098484.1,CCIN,PTCHD1,AC117500.3,AL133520.1,ANKRD45,AC091564.3,DDR2,LINC00345,PRKCG,AC125611.3,AC027237.3,AC093515.1
14290,AC019211.1,AC083806.3,AL357568.2,BMPR1B-DT,IGLV1-50,ASB11,TRBV8-2,AC117500.1,AC022400.1,SERPIND1,FUT5,CCDC151,ADAMTS5,DOC2A,BNIP3L,AC025580.1,SEPTIN12
14291,AC093083.1,TAGLN3,C6orf58,AP003170.4,IGLV9-49,AC138356.3,ANKRD61,AC131009.1,AC006511.6,AP000553.9,POTEJ,SLC47A1,CNMD,AC027373.1,AC006008.1,FUT5,MYBPC3
14292,AC034243.1,AC125616.1,AC090772.1,ADH1A,IGLV5-48,AC007326.5,RSPH10B,AC012629.2,ACTN2,AC002470.1,AC091564.6,AC006441.3,PCDH8,DBH,PLGLB1,SPERT,AC127035.1
14293,TXNDC12-AS1,CABP1,PSORS1C2,AC007387.3,IGLV5-45,FSTL5,AC073878.1,AC016650.1,AL121772.1,KRBOX1,AL512380.2,TEX14,OLFM4,ASPDH,PDE8A,AC130371.2,AC006112.1
14294,AC244394.2,AC009053.3,AC011461.1,AP000892.3,IGLV5-37,CYP3A43,KCNJ4,MARCH11,AL360182.2,GASK1A,ZBTB20-AS5,AC005520.5,DIAPH3-AS1,AC010325.1,AC022868.2,AC130371.1,AC026458.2
14295,AC078816.1,IGKV2D-23,AC138356.3,AC007387.2,AC246793.1,AL953883.1,EIF1AX-AS1,AC137590.2,GABRB3,FOXF1,ANO4,PIWIL2,LINC00434,FGF11,AC023632.2,KL,MFAP2
14296,IGLV5-37,AC069234.3,AC023983.2,ADH6,IGLV2-34,AC069294.1,AC124852.1,RAB42,AC005096.1,LRRC74B,TMEM233,PHYHIP,PCDH20,AC010487.2,ZNF763,CYP1A1,AL390860.1
14297,AC067956.1,IGKV1D-22,AC007922.1,LINC01293,AC244250.4,AL591543.1,LSINCT5,AC079031.2,ANKRD65,ZKSCAN7-AS1,AC104472.5,AC093642.1,LINC00376,IGLON5,AC026124.1,AC078950.1,AC018410.2
14298,AC006064.1,AC069234.1,AC102945.1,AC019131.3,EPHA10,AC055788.2,AC094105.2,AC131212.1,AC139530.3,MCCC1-AS1,AL136295.6,AL136987.1,LINC00355,AC004706.3,CCNJ,FUT6,AC090877.2
14299,AC093843.1,HHLA2,AC104961.1,AC104024.1,AL008638.6,AC064802.1,LINC01019,LRCOL1,AC018511.5,AC099508.1,AC008395.1,AC010542.4,UPP2,AC022201.2,STON2,AC024361.2,CLEC12A-AS1
14300,CCDC140,HNF1A-AS1,LINC01915,AC019131.1,LINC02554,Z95114.4,AC107419.1,P2RX2,FAM228A,IL12A-AS1,TRPM5,AC021613.1,PAK5,CHSY3,TENT4A,AC079360.1,AC007014.2
14301,AC104116.1,IGKV1D-17,NKX2-4,TMPRSS4,AC114489.1,AF178030.1,AC004936.1,AC016549.1,AL133215.3,Z93930.3,LINC01695,LZTS1,AMOTL2,OSR2,ARMCX5,HPD,AC010092.1
14302,AC010980.1,IGKV1D-16,AC012363.1,TACR1,Z82217.1,EIF1AX-AS1,AC114291.1,DNAH5,WFDC3,AC073263.1,LMLN2,AC130343.2,AC004466.3,COL5A1,ZFP3,LINC02666,C21orf62
14303,MOGAT1,AC009120.4,AC007922.4,AC127540.2,Z95114.4,C2-AS1,SMPX,AC026786.2,GDF7,AC117394.2,LIMS3,AC026150.3,AC034102.8,RSF1-IT1,SLC15A2,AL354950.1,AP003557.1
14304,AC087500.2,AC048337.1,CCDC192,AL355001.1,Z95114.1,AC016027.2,RSPH10B2,CTNND2,IGHV1-45,AP000356.2,SH3RF3-AS1,ELF3,AC007953.1,AC012676.1,THORLNC,GSG1,COL4A3
14305,GPR87,LINC01568,CTAGE9,STPG2-AS1,Z95114.2,LINC01634,OR9A4,AL139327.2,PRH2,AC000403.1,IGSF3,AC006116.8,COL18A1-AS1,GAS5-AS1,LINC02447,AC145423.3,ACTC1
14306,P2RY12,IGKV1D-42,AC009563.1,AC096585.1,A3GALT2,AC093799.1,WEE2,LINC00421,TAS2R13,AL022323.1,PSMB11,ZMIZ1-AS1,AC026355.2,FLG-AS1,AC005856.1,AP001341.1,AL022316.1
14307,GFRA3,TEKT4,LINC01605,LINC02267,Z80897.2,TMEM130,Z97056.2,AC108704.1,FABP3,AC001226.1,AC005258.2,ZRANB2-AS1,GPR45,AL008721.2,AC246817.1,AC012379.1,AL671883.3
14308,AC005840.2,AC002044.1,CTXN3,AC007563.4,AL662907.3,AL646090.2,TAS2R3,CDH12,AC008679.1,EDNRB-AS1,ABI3BP,CLGN,LINC00501,NDUFA4L2,ESCO2,AL592164.1,SLC23A1
14309,LINC02832,AC063944.3,DDR1-DT,SLC66A1L,Z80897.1,AL158817.1,AC004066.2,AC140121.1,TAS2R10,AC023813.3,CRYBB1,AC105345.1,COL18A1-AS2,AVP,AC134772.1,INSYN2A,KCNJ6
14310,AC244250.4,AC063944.1,AC007922.2,AP001267.4,PVALB,MARCH11,TET2-AS1,LINC00508,KCNS1,AL445209.1,SHISA8,REELD1,AC009127.1,AL359076.1,REPS2,AC010336.3,RMDN2-AS1
14311,SLC13A5,AC004943.3,LINC01586,ARHGDIG,AL031602.2,SH2D5,AL121992.2,AC026333.4,MATN4,AC092275.1,AC011444.3,AC026202.2,SLC39A5,AC010609.1,AC006064.2,AC025580.2,AL136115.2
14312,IGLV3-22,KCNIP3,AL158013.1,BMPR1B,Z73420.1,ADRB3,AC004948.1,AC026333.3,AL031663.3,Z95115.2,LINC00514,ACOT6,LINC01209,AL158832.2,AL109840.2,AL513190.1,MRTFA-AS1
14313,SLC4A9,AC084018.1,ELOVL2,ADH1B,TMEM54,PPEF1,TRBV7-1,PITPNM2-AS1,AC004771.2,HYAL1,AC023154.1,PAPSS2,AC108058.1,AC007622.2,RBM44,ENOX1,OR2T33
14314,AC018926.1,AC009075.1,AC124290.1,AC055811.3,HPCA,RSPO1,CXXC4-AS1,LINC02160,AC004771.5,ZMYND10-AS1,AL121936.1,LINC01436,NLGN1-AS1,IGKV2-30,UBAP1L,JAM2,TAS2R8
14315,AC027763.2,TRIM43B,AC091182.1,AC020558.6,Z94160.2,AC023490.2,AL031432.1,AC034223.1,AC090617.5,BX539320.1,AC128687.3,AC007695.1,ANKFN1,LAMP5,CYP7B1,AL354696.1,AC073641.1
14316,AC011379.1,ZPLD1,AC116362.1,AC092944.3,AL109945.1,C4orf45,AC122719.2,AC010343.3,AL645465.1,AC009163.4,POSTN,THBS4,AC016994.1,AC109322.2,HIPK1-AS1,AC008115.4,AC131391.1
14317,TEKT1,IGKV2D-26,LINC02240,Z69666.1,Z82244.2,H2AFB1,AC116351.2,AC117503.1,AC115676.1,AC115284.4,AC108673.2,AC012676.1,AC068759.1,CATIP,TCN2,AP000550.1,GOLGA8H
14318,CYP11A1,AC063943.1,AL357568.1,HTR3B,AL031587.3,Z93022.1,LINC02428,OPRD1,DCDC2,AL139424.1,BTN1A1,AC034102.7,RGPD4-AS1,AC113382.1,ZNF425,AP005230.1,AP003557.2
14319,FGF23,IGKV1D-27,AC099518.5,HTR3A,SOX10,AC023490.4,AC079804.3,AC068790.7,AL589863.2,AL137244.1,AF129075.1,AC004846.1,SPATA16,SOX30,SUCNR1,AKAP14,SIM2
14320,AL391001.1,IGKV2-26,PPIC,AC090286.1,AL031587.1,AL513188.1,DENND2A,AC022447.2,TNNC2,MST1R,CFAP46,AC100810.3,AC024884.2,AP000820.1,ZEB1-AS1,AP005262.2,CNGA1
14321,AC090826.1,AC083806.2,AL035603.1,FBXW10,AL031587.2,AL031005.1,AC016595.1,CDH6,AC008462.1,AL031847.1,SULT1C2,AC007540.1,MIP,IGLV5-52,PRX,GAPLINC,AC006111.1
