sample,HSC_program,CellCycle_program
TARGET.20.PAVXUR.09A,0.29803236159038393,0.46932291970184103
TARGET.20.PAXIEG.09A,-0.12521568667355001,-0.25702694138895815
TARGET.20.PASPYR.09A,-0.18074815026106322,-0.10225365971937196
TARGET.20.PAVGBH.09A,-0.20455964214418687,1.3174760366905032
TARGET.20.PAVZIF.09A,-0.08310166873692727,0.24551489449363473
TARGET.20.PAXKUA.09A,0.05313142893370193,1.0044254097339038
TARGET.20.PAVUHF.09A,0.2295220591962889,-0.10565412790676014
TARGET.20.PANLIZ.09A,-0.12041694658138566,-0.4972481362796917
TARGET.20.PARMHD.09A,-0.1803706054785285,1.22004103590566
TARGET.20.PATBVX.09A,-0.4572513814566406,0.06794876483023798
TARGET.20.PAUVCL.09A,0.9581870216012687,-1.1073356258865195
TARGET.20.PAVTDU.09A,0.26792659086337495,-1.3317247227801134
TARGET.20.PAWBRP.09A,-0.06890527688945311,0.5006732829365146
TARGET.20.PAVHXU.09A,0.42990432396007394,-0.6810405653961487
TARGET.20.PARZPD.09A,0.13849771162462934,0.18484504692068882
TARGET.20.PAUFZU.09A,-0.27405285248896516,0.7120808342141168
TARGET.20.PAULRS.09A,0.022465129435579368,-0.03379244342041797
TARGET.20.PAXBSE.09A,0.4689571491335043,-0.45050059667657016
TARGET.20.PASREH.09A,-0.003223918088687161,-0.95323355856593
TARGET.20.PASJZX.09A,0.8259516100957226,1.065204855524057
TARGET.20.PATDMY.09A,-0.158430648319024,-0.632715404146577
TARGET.20.PASNDH.09A,-0.6149756159237099,1.6942449008921145
TARGET.20.PARBXE.09A,-0.08986408347484869,0.1733593689097025
TARGET.20.PARRTH.09A,-0.2898272992857077,0.44007701159821727
TARGET.20.PAWUWJ.09A,0.2121165259900112,0.13183503786861003
TARGET.20.PARBLP.09A,0.1996616156045778,0.21325846821493014
TARGET.20.PAVDHJ.09A,0.5820414681380703,1.178933363382296
TARGET.20.PANINI.09A,-0.16421072107109544,-1.7635036944756264
TARGET.20.PAYIPA.Unsorted.09A,-0.12288438428848339,-0.8010953206359287
TARGET.20.PATMXW.09A,-0.6646199284874659,-0.9409141200462187
TARGET.20.PAXGIY.09A,-0.17455047728748552,-0.0659611580919823
TARGET.20.PAVDMY.09A,0.4441550438149616,-0.36668470227918054
TARGET.20.PAXCZX.09A,0.17471016733550573,-0.6195222628038064
TARGET.20.PAVGKS.09A,0.5487421882370447,-0.24176664237570902
TARGET.20.PAVPIU.09A,0.25552826392065675,1.5243255242859455
TARGET.20.PAXCVR.09A,-0.20705466620296656,0.08933413980728397
TARGET.20.PAXMKT.09A,-0.3945450719606286,1.278954161707718
TARGET.20.PAXMAY.09A,0.08238580952162677,1.0242156807979415
TARGET.20.PASXJY.09A,0.2945640534818982,-0.33708897201104177
TARGET.21.PASYEJ.09A,0.26998753468700915,0.34415090902655143
TARGET.20.PASECW.09A,-0.37546708815535534,0.7806841652013817
TARGET.20.PAVYNF.09A,0.6523953466564377,1.0469604266064676
